dmd,Antibiotic,Class,atccode,route,VmpUnit,WHO_AWaRe_2023,UK_AWaRe_2024,Include,Notes,vmp_id,vmp_nm,invalid_vmp,vtm_id,vtm_nm,atc_route,atc
Rifampicin 300mg/5ml oral solution,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373511000001104,Rifampicin 300mg/5ml oral solution,False,777438009,Rifampicin,O,J04AB02
Rifampicin 300mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373611000001100,Rifampicin 300mg/5ml oral suspension,False,777438009,Rifampicin,O,J04AB02
Rifampicin 375mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,,,,,,,
Rifampicin 480mg/5ml oral solution,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373711000001109,Rifampicin 480mg/5ml oral solution,False,777438009,Rifampicin,O,J04AB02
Rifampicin 480mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373811000001101,Rifampicin 480mg/5ml oral suspension,False,777438009,Rifampicin,O,J04AB02
Rifampicin 600mg powder and solvent for solution for infusion vials,Rifampicin,Antimycobacterials,J04AB02,P,vial,w,o,0,anti-TB,35934511000001102,Rifampicin 600mg powder and solvent for solution for infusion vials,False,777438009,Rifampicin,P,J04AB02
Roxithromycin 150mg tablets,Roxithromycin,Macrolides,J01FA06,O,tablet,w,o,1,no DDDs on RxInfo,27988011000001105,Roxithromycin 150mg tablets,False,777473006,Roxithromycin,O,J01FA06
Sodium fusidate 250mg tablets,Fusidic-acid,Steroid antibacterials,J01XC01,O,tablet,w,w,1,,41955111000001109,Sodium fusidate 250mg tablets,False,13292201000001107,Sodium fusidate,O,J01XC01
Sodium fusidate 500mg powder and solvent for solution for infusion vials,Fusidic-acid,Steroid antibacterials,J01XC01,P,vial,w,w,1,,35927411000001109,Sodium fusidate 500mg powder and solvent for solution for infusion vials,False,13292201000001107,Sodium fusidate,P,J01XC01
Spectinomycin 2g powder and solvent for suspension for injection vials,Spectinomycin,Aminocyclitols,J01XX04,P,vial,a,o,0,largely for anti-gonorrheal usage,10532311000001101,Spectinomycin 2g powder and solvent for suspension for injection vials,False,777600004,Spectinomycin,P,
"Spiramycin 1,500,000 units tablets",Spiramycin,Macrolides,J01FA02,O,tablet,w,o,0,anti-parasitic,,,,,,,
Spiramycin 1.5million unit tablets,Spiramycin,Macrolides,J01FA02,O,tablet,w,o,0,anti-parasitic,11381211000001103,Spiramycin 1.5million unit tablets,False,777602007,Spiramycin,O,
Spiramycin 375000units/5ml oral solution,Spiramycin,Macrolides,J01FA02,O,tablet,w,o,0,anti-parasitic,,,,,,,
Spiramycin 3million unit tablets,Spiramycin,Macrolides,J01FA02,O,tablet,w,o,0,anti-parasitic,11381711000001105,Spiramycin 3million unit tablets,False,777602007,Spiramycin,O,
Streptomycin 1g powder for solution for injection vials,Streptomycin_IV,Aminoglycosides,J01GA01,P,vial,w,o,1,,41955211000001103,Streptomycin 1g powder for solution for injection vials,False,777614004,Streptomycin,P,J01GA01
Sulfadiazine 150mg/5ml oral suspension,Sulfadiazine,Sulfonamides,J01EC02,O,ml,a,o,1,,13454711000001102,Sulfadiazine 150mg/5ml oral suspension,False,777532008,Sulfadiazine,O,J01EC02
Sulfadiazine 1g/4ml solution for injection ampoules,Sulfadiazine,Sulfonamides,J01EC02,P,ml,a,o,1,,39714411000001105,Sulfadiazine 1g/4ml solution for injection ampoules,False,777532008,Sulfadiazine,P,J01EC02
Sulfadiazine 250mg/5ml oral suspension,Sulfadiazine,Sulfonamides,J01EC02,O,ml,a,o,1,,13454811000001105,Sulfadiazine 250mg/5ml oral suspension,False,777532008,Sulfadiazine,O,J01EC02
Sulfadiazine 500mg tablets,Sulfadiazine,Sulfonamides,J01EC02,O,tablet,a,o,1,,41955311000001106,Sulfadiazine 500mg tablets,False,777532008,Sulfadiazine,O,J01EC02
Sulfadiazine 500mg/5ml oral suspension,Sulfadiazine,Sulfonamides,J01EC02,O,ml,a,o,1,,13454911000001100,Sulfadiazine 500mg/5ml oral suspension,False,777532008,Sulfadiazine,O,J01EC02
Sulfamethoxypyridazine 500mg tablets,Sulfamethoxypyridazine,Sulfonamides,J01ED05,O,tablet,a,o,1,,5241611000001103,Sulfamethoxypyridazine 500mg tablets,False,777643007,Sulfamethoxypyridazine,O,J01ED05
Sulfapyridine 250mg capsules,Sulfapyridine,Sulfonamides,J01EB04,O,capsule,a,o,1,,15474111000001108,Sulfapyridine 250mg capsules,False,15465811000001106,Sulfapyridine,O,J01EB04
Tedizolid 200mg powder for solution for infusion vials,Tedizolid,Oxazolidinones,J01XX11,P,vial,r,r,1,,29734011000001109,Tedizolid 200mg powder for solution for infusion vials,False,777686007,Tedizolid,P,J01XX11
Tedizolid 200mg tablets,Tedizolid,Oxazolidinones,J01XX11,O,tablet,r,r,1,,41955511000001100,Tedizolid 200mg tablets,False,777686007,Tedizolid,O,J01XX11
Teicoplanin 1g/120ml infusion bags,Teicoplanin,Glycopeptides,J01XA02,P,ml,w,w,1,,38344611000001103,Teicoplanin 1g/120ml infusion bags,False,777691008,Teicoplanin,P,J01XA02
Teicoplanin 200mg powder and solvent for solution for injection vials,Teicoplanin,Glycopeptides,J01XA02,P,vial,w,w,1,,35915111000001103,Teicoplanin 200mg powder and solvent for solution for injection vials,False,777691008,Teicoplanin,O,J01XA02
Teicoplanin 200mg powder and solvent for solution for injection vials,Teicoplanin,Glycopeptides,J01XA02,P,vial,w,w,1,,35915111000001103,Teicoplanin 200mg powder and solvent for solution for injection vials,False,777691008,Teicoplanin,P,J01XA02
Teicoplanin 200mg powder for solution for injection vials,Teicoplanin,Glycopeptides,J01XA02,P,vial,w,w,1,,41955611000001101,Teicoplanin 200mg powder for solution for injection vials,False,777691008,Teicoplanin,O,J01XA02
Teicoplanin 200mg powder for solution for injection vials,Teicoplanin,Glycopeptides,J01XA02,P,vial,w,w,1,,41955611000001101,Teicoplanin 200mg powder for solution for injection vials,False,777691008,Teicoplanin,P,J01XA02
Teicoplanin 200mg/10ml solution for injection pre-filled injection devices,Teicoplanin,Glycopeptides,J01XA02,P,ml,w,w,1,,21110711000001106,Teicoplanin 200mg/10ml solution for injection pre-filled injection devices,True,777691008,Teicoplanin,P,
Teicoplanin 200mg/10ml solution for injection pre-filled syringes,Teicoplanin,Glycopeptides,J01XA02,P,ml,w,w,1,,20966711000001100,Teicoplanin 200mg/10ml solution for injection pre-filled syringes,False,777691008,Teicoplanin,P,
Teicoplanin 400mg powder and solvent for solution for injection vials,Teicoplanin,Glycopeptides,J01XA02,P,vial,w,w,1,,35915211000001109,Teicoplanin 400mg powder and solvent for solution for injection vials,False,777691008,Teicoplanin,O,J01XA02
Teicoplanin 400mg powder and solvent for solution for injection vials,Teicoplanin,Glycopeptides,J01XA02,P,vial,w,w,1,,35915211000001109,Teicoplanin 400mg powder and solvent for solution for injection vials,False,777691008,Teicoplanin,P,J01XA02
Teicoplanin 400mg powder for solution for injection vials,Teicoplanin,Glycopeptides,J01XA02,P,vial,w,w,1,,41955711000001105,Teicoplanin 400mg powder for solution for injection vials,False,777691008,Teicoplanin,O,J01XA02
Teicoplanin 400mg powder for solution for injection vials,Teicoplanin,Glycopeptides,J01XA02,P,vial,w,w,1,,41955711000001105,Teicoplanin 400mg powder for solution for injection vials,False,777691008,Teicoplanin,P,J01XA02
Teicoplanin 400mg/108ml infusion bags,Teicoplanin,Glycopeptides,J01XA02,P,ml,w,w,1,,38344711000001107,Teicoplanin 400mg/108ml infusion bags,False,777691008,Teicoplanin,P,J01XA02
Teicoplanin 600mg/112ml infusion bags,Teicoplanin,Glycopeptides,J01XA02,P,ml,w,w,1,,38344811000001104,Teicoplanin 600mg/112ml infusion bags,False,777691008,Teicoplanin,P,J01XA02
Teicoplanin 800mg/116ml infusion bags,Teicoplanin,Glycopeptides,J01XA02,P,ml,w,w,1,,38344911000001109,Teicoplanin 800mg/116ml infusion bags,False,777691008,Teicoplanin,P,J01XA02
Telavancin 250mg powder for solution for infusion vials,Telavancin,Glycopeptides,J01XA03,P,vial,r,r,0,no WHO DDD,41882311000001101,Telavancin 250mg powder for solution for infusion vials,False,777693006,Telavancin,P,
Telavancin 750mg powder for solution for infusion vials,Telavancin,Glycopeptides,J01XA03,P,vial,r,r,0,no WHO DDD,41882411000001108,Telavancin 750mg powder for solution for infusion vials,False,777693006,Telavancin,P,
Telithromycin 400mg tablets,Telithromycin,Macrolides,J01FA15,O,tablet,w,o,0,Discontinued,41955811000001102,Telithromycin 400mg tablets,False,777695004,Telithromycin,O,J01FA15
Temocillin 1g powder for solution for injection vials,Temocillin,Penicillins,J01CA17,P,vial,w,w,1,,9553611000001102,Temocillin 1g powder for solution for injection vials,False,777700006,Temocillin,P,J01CA17
Tetracycline 125mg/5ml oral solution,Tetracycline,Tetracyclines,J01AA07,O,capsule,a,a,1,,21407411000001104,Tetracycline 125mg/5ml oral solution,False,777730003,Tetracycline,O,J01AA07
Tetracycline 250mg capsules,Tetracycline,Tetracyclines,J01AA07,O,capsule,a,a,1,,39704711000001101,Tetracycline 250mg capsules,False,777730003,Tetracycline,O,J01AA07
Tetracycline 250mg tablets,Tetracycline,Tetracyclines,J01AA07,O,tablet,a,a,1,,39704811000001109,Tetracycline 250mg tablets,False,777730003,Tetracycline,O,J01AA07
Ticarcillin 3g / clavulanic acid 100mg powder for solution for infusion vials,Ticarcillin/clavulanic-acid,Beta-lactam/beta-lactamase-inhibitors,J01CR03,P,vial,o,o,1,,,,,,,,
Ticarcillin 3g / Clavulanic acid 200mg powder for solution for infusion vials,Ticarcillin/clavulanic-acid,Beta-lactam/beta-lactamase-inhibitors,J01CR03,P,vial,o,o,1,,41955911000001107,Ticarcillin 3g / Clavulanic acid 200mg powder for solution for infusion vials,False,775279008,Ticarcillin + Clavulanic acid,P,J01CR03
Ticarcillin 3g / clavulanic acid 200mg powder for solution for infusion vials,Ticarcillin/clavulanic-acid,Beta-lactam/beta-lactamase-inhibitors,J01CR03,P,vial,o,o,1,,41955911000001107,Ticarcillin 3g / Clavulanic acid 200mg powder for solution for infusion vials,False,775279008,Ticarcillin + Clavulanic acid,P,J01CR03
Tigecycline 50mg injection,Tigecycline,Glycylcyclines,J01AA12,P,vial,r,r,1,,,,,,,,
Tigecycline 50mg powder for solution for infusion vials,Tigecycline,Glycylcyclines,J01AA12,P,vial,r,r,1,,10328711000001100,Tigecycline 50mg powder for solution for infusion vials,False,777769009,Tigecycline,P,J01AA12
Timentin 3.1g injection,Ticarcillin/clavulanic-acid,Beta-lactam/beta-lactamase-inhibitors,J01CR03,P,vial,o,o,1,,,,,,,,
Timentin 3.2g injection,Ticarcillin/clavulanic-acid,Beta-lactam/beta-lactamase-inhibitors,J01CR03,P,vial,o,o,1,,,,,,,,
Tinidazole 500mg film coated tablet,Tinidazole,Antiprotozoals,P01AB02 ,O,tablet,a,a,0,anti-protozoal,,,,,,,
Tinidazole 500mg tablets,Tinidazole,Antiprotozoals,P01AB02 ,O,tablet,a,a,0,anti-protozoal,41956011000001104,Tinidazole 500mg tablets,False,777775000,Tinidazole,O,P01AB02
Tobramycin 1.2 g injection,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 135mg/5ml oral solution,Tobramycin,Aminoglycosides,J01GB01,O,ml,w,w,0,no WHO DDD,21718511000001106,Tobramycin 135mg/5ml oral solution,False,777791002,Tobramycin,O,
Tobramycin 145mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 160mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 170mg/1.7ml nebuliser liquid ampoules,Tobramycin,Aminoglycosides,J01GB01,INH,ml,w,w,1,,32936811000001108,Tobramycin 170mg/1.7ml nebuliser liquid ampoules,False,777791002,Tobramycin,Inhal.solution,J01GB01
Tobramycin 190mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 200mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 200mg/5ml oral solution,Tobramycin,Aminoglycosides,J01GB01,O,ml,w,w,0,no WHO DDD,35084911000001108,Tobramycin 200mg/5ml oral solution,False,777791002,Tobramycin,O,
Tobramycin 20mg/2ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,34194211000001103,Tobramycin 20mg/2ml solution for injection vials,False,777791002,Tobramycin,P,J01GB01
Tobramycin 20mg/5ml oral solution,Tobramycin,Aminoglycosides,J01GB01,O,ml,w,w,0,no WHO DDD,23676411000001103,Tobramycin 20mg/5ml oral solution,False,777791002,Tobramycin,O,J01GB01
Tobramycin 210mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 220mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 227mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 230mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 240mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 240mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 240mg/6ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,4516011000001106,Tobramycin 240mg/6ml solution for injection vials,False,777791002,Tobramycin,P,J01GB01
Tobramycin 250mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 256mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 260mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 272mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 280mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 28mg inhalation powder capsules with device,Tobramycin,Aminoglycosides,J01GB01,INH,capsule,w,w,1,,19544811000001101,Tobramycin 28mg inhalation powder capsules with device,False,777791002,Tobramycin,Inhal.powder,J01GB01
Tobramycin 290mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 300mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 300mg/4ml nebuliser liquid ampoules,Tobramycin,Aminoglycosides,J01GB01,INH,ml,w,w,1,,14801411000001105,Tobramycin 300mg/4ml nebuliser liquid ampoules,False,777791002,Tobramycin,Inhal.solution,J01GB01
Tobramycin 300mg/5ml nebuliser liquid ampoules,Tobramycin,Aminoglycosides,J01GB01,INH,ml,w,w,1,,4145111000001102,Tobramycin 300mg/5ml nebuliser liquid ampoules,False,777791002,Tobramycin,Inhal.solution,J01GB01
Tobramycin 310mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 318mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 332mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 350mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 360mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 370mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 375mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 380mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 400mg/5ml oral solution,Tobramycin,Aminoglycosides,J01GB01,O,ml,w,w,0,no WHO DDD,21717911000001100,Tobramycin 400mg/5ml oral solution,False,777791002,Tobramycin,O,
Tobramycin 40mg/1ml solution for injection ampoules,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,35919711000001100,Tobramycin 40mg/1ml solution for injection ampoules,False,777791002,Tobramycin,P,J01GB01
Tobramycin 40mg/1ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,4957911000001108,Tobramycin 40mg/1ml solution for injection vials,False,777791002,Tobramycin,P,J01GB01
Tobramycin 40mg/5ml oral solution,Tobramycin,Aminoglycosides,J01GB01,O,ml,w,w,0,no WHO DDD,32656811000001108,Tobramycin 40mg/5ml oral solution,False,777791002,Tobramycin,O,
Tobramycin 420mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 440mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 444mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 450mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 470mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 480mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 490mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 500mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 510mg/100ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,,,,,,,
Tobramycin 520mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 530mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 536mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Tobramycin 80mg/2ml solution for infusion ampoules,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,35919811000001108,Tobramycin 80mg/2ml solution for infusion ampoules,False,777791002,Tobramycin,P,J01GB01
Tobramycin 80mg/2ml solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,ml,w,w,1,,4145011000001103,Tobramycin 80mg/2ml solution for injection vials,False,777791002,Tobramycin,P,J01GB01
Tobramycin 84mg solution for injection vials,Tobramycin,Aminoglycosides,J01GB01,P,vial,w,w,1,,,,,,,,
Trimethoprim 100mg tablets,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,tablet,a,a,1,,41956111000001103,Trimethoprim 100mg tablets,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 100mg/5ml solution for injection ampoules,Trimethoprim,Trimethoprim-derivatives,J01EA01,P,ml,a,a,1,,36144011000001106,Trimethoprim 100mg/5ml solution for injection ampoules,False,777858001,Trimethoprim,P,J01EA01
Trimethoprim 200mg tablets,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,tablet,a,a,1,,41956211000001109,Trimethoprim 200mg tablets,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 200mg/5ml oral solution,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,13374511000001101,Trimethoprim 200mg/5ml oral solution,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 200mg/5ml oral suspension,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,13374611000001102,Trimethoprim 200mg/5ml oral suspension,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 20mg/5ml oral solution,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,13374711000001106,Trimethoprim 20mg/5ml oral solution,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 20mg/5ml oral suspension,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,13374811000001103,Trimethoprim 20mg/5ml oral suspension,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 240mg/5ml oral solution,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,13374911000001108,Trimethoprim 240mg/5ml oral solution,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 240mg/5ml oral suspension,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,13375011000001108,Trimethoprim 240mg/5ml oral suspension,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 50mg/5ml oral suspension,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,,,,,,,
Trimethoprim 50mg/5ml oral suspension sugar free,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,39022311000001100,Trimethoprim 50mg/5ml oral suspension sugar free,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 7mg/5ml oral solution,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,13375111000001109,Trimethoprim 7mg/5ml oral solution,False,777858001,Trimethoprim,O,J01EA01
Trimethoprim 7mg/5ml oral suspension,Trimethoprim,Trimethoprim-derivatives,J01EA01,O,ml,a,a,1,,13375211000001103,Trimethoprim 7mg/5ml oral suspension,False,777858001,Trimethoprim,O,J01EA01
Vancomycin 1.25g/250ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,35050611000001101,Vancomycin 1.25g/250ml infusion bags,False,777914002,Vancomycin,P,J01XA01
Vancomycin 1.5g/30ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
Vancomycin 1.5g/500ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,35055311000001104,Vancomycin 1.5g/500ml infusion bags,False,777914002,Vancomycin,P,J01XA01
Vancomycin 1.5g/530ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,38345011000001109,Vancomycin 1.5g/530ml infusion bags,False,777914002,Vancomycin,P,J01XA01
Vancomycin 1.5mg powder for solution for infusion vials,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
Vancomycin 1000mg/250ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
Vancomycin 10mg/1ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,21273811000001100,Vancomycin 10mg/1ml solution for injection pre-filled syringes,False,777914002,Vancomycin,,J01XA01
Vancomycin 10mg/2ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,35048511000001100,Vancomycin 10mg/2ml solution for injection pre-filled syringes,False,777914002,Vancomycin,P,J01XA01
Vancomycin 1250mg/250ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
Vancomycin 125mg capsules,Vancomycin_oral,Glycopeptides,A07AA09,O,capsule,w,w,1,,41956311000001101,Vancomycin 125mg capsules,False,777914002,Vancomycin,O,A07AA09
Vancomycin 125mg in glucose 5% 30ml (syringe),Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
Vancomycin 125mg/5ml oral solution,Vancomycin_oral,Glycopeptides,A07AA09,O,ml,w,w,1,,15453011000001107,Vancomycin 125mg/5ml oral solution,False,777914002,Vancomycin,O,A07AA09
Vancomycin 125mg/5ml oral suspension,Vancomycin_oral,Glycopeptides,A07AA09,O,ml,w,w,1,,15453111000001108,Vancomycin 125mg/5ml oral suspension,False,777914002,Vancomycin,O,A07AA09
Vancomycin 1500mg/500ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
Vancomycin 1g powder for solution for infusion vials,Vancomycin_IV,Glycopeptides,J01XA01,P,vial,w,w,1,,41956411000001108,Vancomycin 1g powder for solution for infusion vials,False,777914002,Vancomycin,O,J01XA01
Vancomycin 1g powder for solution for infusion vials,Vancomycin_IV,Glycopeptides,J01XA01,P,vial,w,w,1,,41956411000001108,Vancomycin 1g powder for solution for infusion vials,False,777914002,Vancomycin,P,J01XA01
Vancomycin 1g/250ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,35054211000001106,Vancomycin 1g/250ml infusion bags,False,777914002,Vancomycin,P,J01XA01
Vancomycin 1mg/0.1ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,21277311000001102,Vancomycin 1mg/0.1ml solution for injection pre-filled syringes,False,777914002,Vancomycin,,J01XA01
Vancomycin 2.5mg/0.5ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,28047511000001105,Vancomycin 2.5mg/0.5ml solution for injection pre-filled syringes,False,777914002,Vancomycin,,J01XA01
Vancomycin 20mg pastilles,Vancomycin_oral,Glycopeptides,A07AA09,O,pastilles,w,w,1,,22399111000001107,Vancomycin 20mg pastilles,False,777914002,Vancomycin,,A07AA09
Vancomycin 20mg/4ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,21273411000001102,Vancomycin 20mg/4ml solution for injection pre-filled syringes,False,777914002,Vancomycin,,J01XA01
Vancomycin 250mg capsules,Vancomycin_oral,Glycopeptides,A07AA09,O,capsule,w,w,1,,41956511000001107,Vancomycin 250mg capsules,False,777914002,Vancomycin,O,A07AA09
Vancomycin 250mg/5ml oral solution,Vancomycin_oral,Glycopeptides,A07AA09,O,ml,w,w,1,,8818611000001100,Vancomycin 250mg/5ml oral solution,False,777914002,Vancomycin,O,A07AA09
Vancomycin 250mg/5ml oral suspension,Vancomycin_oral,Glycopeptides,A07AA09,O,ml,w,w,1,,8818711000001109,Vancomycin 250mg/5ml oral suspension,False,777914002,Vancomycin,O,A07AA09
Vancomycin 2g powder for solution for infusion vials,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
Vancomycin 2g/40ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
Vancomycin 2g/500ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,35055911000001103,Vancomycin 2g/500ml infusion bags,False,777914002,Vancomycin,P,J01XA01
Vancomycin 2g/540ml infusion bags,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,38345111000001105,Vancomycin 2g/540ml infusion bags,False,777914002,Vancomycin,P,J01XA01
Vancomycin 30mg/3ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,21272811000001108,Vancomycin 30mg/3ml solution for injection pre-filled syringes,False,777914002,Vancomycin,,J01XA01
Vancomycin 3mg/0.3ml solution for injection pre-filled syringes,Vancomycin_IV,Glycopeptides,J01XA01,P,ml,w,w,1,,,,,,,,
